,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0,164.24425315856934,327.1375629901886,492.74787759780884,657.1622054576874,819.5872931480408,169.9555802345276,336.75357031822205,498.8296718597412,664.9249851703644,829.4063701629639,161.7703070640564,330.68690180778503,496.31558299064636,661.3052184581757,823.2804229259491,165.59842205047607,333.3604140281677,496.5808427333832,659.1793689727783,820.6993408203125,167.388516664505,329.2227506637573,492.2928879261017,671.0430779457092,833.3357417583466,161.89326333999634,328.1110510826111,490.8299207687378,660.2023384571075,822.97185587883,170.49230098724365,332.50366854667664,504.8612563610077,670.5554912090302,833.1287055015564,164.6405770778656,329.59729075431824,506.7638165950775,677.4143741130829,857.8810238838196,162.8949053287506,333.8703067302704,501.03268790245056,664.1894116401672,831.4314496517181,164.44251203536987,336.30424213409424,505.92903757095337,680.6051075458527,850.2590990066528
1,164.08779311180115,326.81583547592163,489.2794563770294,652.7688953876495,829.8928022384644,163.77056765556335,327.4065811634064,491.5817234516144,655.9654197692871,818.9786841869354,164.94886183738708,339.9432349205017,504.634450674057,681.6729397773743,849.2024493217468,164.1783094406128,327.1707057952881,497.50302147865295,661.5327363014221,824.9067814350128,165.36617422103882,330.71036672592163,494.8477201461792,658.3078064918518,825.7668137550354,163.23973155021667,326.8101131916046,490.03252935409546,656.2222158908844,821.6981279850006,164.8090898990631,327.11429595947266,490.3051838874817,655.746967792511,819.5599291324615,171.50825214385986,340.4569933414459,508.88555550575256,672.6897013187408,840.0801467895508,164.91522479057312,329.194463968277,500.9528567790985,665.2702870368958,830.4398171901703,162.6919105052948,326.2727007865906,489.45166969299316,666.2359981536865,836.0008311271667
2,167.7031011581421,332.3240044116974,498.33304738998413,663.0181972980499,826.327436208725,162.81072235107422,331.72514629364014,507.7066419124603,680.623241186142,845.3968620300293,165.32697248458862,332.63512659072876,499.6366629600525,670.3727416992188,833.9567358493805,167.30073165893555,330.8248760700226,505.232328414917,671.3730850219727,838.5630178451538,163.92511677742004,328.736985206604,500.81386375427246,663.0027980804443,832.8663086891174,164.57474565505981,332.43935775756836,497.7008526325226,663.3053135871887,827.3617701530457,165.39950466156006,325.84365224838257,485.64322543144226,644.226809501648,803.1670610904694,159.51895236968994,321.1441128253937,481.0133845806122,640.2339658737183,802.7126605510712,158.09998631477356,320.08545327186584,477.1570427417755,643.0682220458984,802.0356571674347,158.72811484336853,316.51240968704224,497.2375464439392,663.8697299957275,821.9980757236481
3,158.02054619789124,320.9931457042694,494.7016062736511,653.4697477817535,818.9998412132263,163.68323850631714,323.27657675743103,480.54479718208313,659.8348875045776,817.4163165092468,158.06302857398987,317.30185437202454,476.5829174518585,635.9133458137512,795.3090016841888,165.82236623764038,325.9162771701813,482.48565578460693,641.3233597278595,798.6940290927887,157.31307816505432,316.77014565467834,473.77848386764526,632.169839143753,791.011554479599,158.98408031463623,341.92244958877563,503.9459373950958,670.0090401172638,836.3530426025391,160.8035192489624,318.9980285167694,476.4428973197937,654.8278596401215,812.5315256118774,163.1302366256714,320.835973739624,479.52946066856384,639.3198189735413,799.6986827850342,160.77874612808228,322.3594379425049,482.2134132385254,649.2573993206024,808.6505608558655,157.23325395584106,318.12349128723145,484.3999571800232,644.1013381481171,804.0765233039856
4,156.69213771820068,312.7375400066376,486.4325478076935,643.8093228340149,810.8319778442383,157.35099077224731,332.6006851196289,489.93471932411194,646.9763934612274,804.8473484516144,157.45136260986328,316.60266971588135,474.00509548187256,631.9272079467773,791.0678808689117,166.39379262924194,325.56864643096924,484.6565451622009,656.6175487041473,814.2372155189514,176.5266237258911,337.6555869579315,517.2969365119934,677.2748630046844,845.172520160675,158.76865100860596,323.420294046402,480.67376613616943,646.2093150615692,804.6716482639313,157.09900403022766,316.2828185558319,473.7902019023895,633.4401195049286,801.2128896713257,156.94077825546265,328.8171715736389,489.98583936691284,651.3301773071289,814.6927437782288,167.7703354358673,325.828250169754,507.7434592247009,675.1979899406433,833.7454850673676,158.71199488639832,318.62782526016235,478.18615102767944,636.6358294487,794.4749710559845
5,156.66590976715088,320.3675422668457,482.2365810871124,654.5498104095459,811.1952083110809,166.1090121269226,323.05148553848267,483.53530526161194,648.6632387638092,806.2489182949066,157.89469957351685,315.0739657878876,471.82252264022827,629.3320314884186,797.8904852867126,158.31507277488708,317.7533378601074,493.9922790527344,664.0853343009949,820.1584985256195,158.95909929275513,317.99802684783936,474.96180033683777,633.0715022087097,790.8043639659882,158.3886399269104,317.7664043903351,479.889280796051,652.2553942203522,839.4431269168854,159.18614220619202,319.3149039745331,488.9619576931,659.9315137863159,835.8950915336609,157.75033926963806,335.49519205093384,529.8204820156097,696.368045091629,873.1955842971802,163.114164352417,329.7515482902527,488.981600522995,650.4667775630951,815.2942752838135,158.97106838226318,317.9821746349335,484.7904613018036,643.1056356430054,802.876532793045
6,158.05570650100708,316.51724338531494,475.6801857948303,634.0731589794159,792.8014652729034,166.46467208862305,329.6762886047363,515.0393812656403,686.3166105747223,846.3202786445618,168.08587527275085,328.5532433986664,494.952933549881,653.6524913311005,812.4225389957428,163.34040093421936,323.68614292144775,492.3299808502197,651.0167319774628,818.3496744632721,159.59918999671936,317.7290868759155,485.61592507362366,645.1225337982178,812.8552062511444,159.27087330818176,319.14341855049133,477.65584993362427,644.0360817909241,815.0478637218475,160.0485234260559,324.4131770133972,494.8130979537964,665.733725309372,837.3174104690552,182.15926790237427,369.9099590778351,528.4888396263123,689.5221266746521,848.4143249988556,172.4017894268036,338.63153195381165,513.7046363353729,683.6725828647614,847.8788557052612,171.1038613319397,334.71547746658325,497.67977929115295,665.0901975631714,835.2772207260132
7,167.46146392822266,337.26188015937805,498.13157057762146,683.9361484050751,842.266720533371,158.59786248207092,322.0965802669525,483.0580062866211,647.165144443512,809.8018846511841,176.0226731300354,335.3551151752472,494.7567574977875,653.9050614833832,821.3723790645599,161.03973269462585,321.3567943572998,481.175856590271,651.0944936275482,833.1926329135895,158.82326126098633,318.1914303302765,477.9963631629944,638.1055738925934,806.0923118591309,158.61682271957397,323.7645010948181,482.58695578575134,652.2103548049927,830.1428334712982,159.3758463859558,319.2644045352936,477.99991250038147,648.4612534046173,807.8544974327087,161.57099533081055,328.410845041275,489.20811343193054,653.2241983413696,812.8631465435028,159.7159390449524,320.1808750629425,482.96262216567993,644.480535030365,803.7814137935638,166.1248574256897,354.0763430595398,512.8751487731934,672.1812870502472,832.0181541442871
8,158.6010937690735,321.1826364994049,483.16896510124207,641.7516384124756,800.5911891460419,166.88785552978516,326.4793555736542,484.95349621772766,644.0827178955078,805.2028436660767,159.21227884292603,318.8789756298065,479.6816062927246,639.335156917572,810.2558326721191,159.3893928527832,318.913450717926,477.952006816864,638.6133966445923,800.7948439121246,164.6998586654663,330.936053276062,490.43832540512085,673.011002779007,831.4527559280396,165.98630452156067,327.63406467437744,486.6130266189575,645.341278553009,804.6930105686188,163.59288334846497,327.7764616012573,510.65078115463257,669.6547586917877,833.2187964916229,159.5135681629181,320.112628698349,484.76967883110046,643.8289580345154,805.4083445072174,160.33683562278748,321.9646141529083,483.87562370300293,648.1862323284149,810.9604959487915,160.98894810676575,339.5400950908661,507.78256607055664,669.2644622325897,831.6103293895721
9,182.806987285614,345.5227520465851,510.3312244415283,673.1114573478699,852.0370554924011,172.1924946308136,349.79615807533264,512.4932749271393,675.0624113082886,837.5205385684967,173.82059454917908,339.4037947654724,504.5478048324585,669.9244928359985,841.7962415218353,164.45123076438904,325.5743465423584,487.0479648113251,649.4602875709534,819.1536684036255,161.99358701705933,325.35768604278564,485.3881437778473,651.1938905715942,814.0228457450867,169.87264013290405,338.88793540000916,507.8000075817108,673.1285831928253,842.8040490150452,163.48882031440735,326.84862637519836,488.6705949306488,652.5653336048126,815.5316052436829,163.98281455039978,325.8099410533905,497.1596643924713,658.4006581306458,818.4328417778015,168.73216700553894,345.42648005485535,508.3271608352661,681.9955294132233,846.110429763794,163.09903478622437,338.79614186286926,499.77752351760864,661.8384294509888,827.0690951347351
