,1,2,3
0,0.0478665828704834,0.039928436279296875,0.04188823699951172
1,0.03699636459350586,0.04315900802612305,0.0438687801361084
2,0.0468745231628418,0.04688096046447754,0.04187464714050293
3,0.036902427673339844,0.04690122604370117,0.041887521743774414
4,0.04291892051696777,0.044907331466674805,0.05086088180541992
5,0.03889131546020508,0.04288315773010254,0.04486966133117676
6,0.04088783264160156,0.04990196228027344,0.04488372802734375
7,0.05783247947692871,0.0438840389251709,0.04787135124206543
8,0.04491567611694336,0.043909549713134766,0.05385780334472656
9,0.037923574447631836,0.049866676330566406,0.04288744926452637
