,1,2,3
0,0.0249326229095459,0.03690528869628906,0.027925968170166016
1,0.03091740608215332,0.030918598175048828,0.030917644500732422
2,0.03190898895263672,0.03391671180725098,0.027922630310058594
3,0.024933338165283203,0.032912254333496094,0.027931690216064453
4,0.02293872833251953,0.03390955924987793,0.028945446014404297
5,0.023937463760375977,0.03791165351867676,0.027951955795288086
6,0.024010896682739258,0.022937774658203125,0.026940345764160156
7,0.022965192794799805,0.023935317993164062,0.02792668342590332
8,0.027596235275268555,0.032912492752075195,0.03391623497009277
9,0.027910232543945312,0.02892899513244629,0.0359039306640625
