
0.7951,0.7992,0.8066,0.8062,0.8203,0.8394,0.8455,0.8416,0.8109,0.8276,0.8101,0.7107,0.798,0.8253,0.8237,0.8412,0.8347,0.8176,0.8185,0.8092,0.8336,0.8283,0.8187,0.8291,0.8434,0.8347,0.8329,0.8156,0.8132,0.8375,0.8393,
