
0.8205,0.8279,0.833,0.8406,0.8439,0.8506,0.7559,0.858,0.8586,0.8629,0.8661,0.8738,0.8734,0.8767,0.8775,0.8773,0.8757,0.8776,0.8796,0.8795,0.8808,0.8839,0.8821,0.8825,0.8833,0.8826,0.8823,0.8819,0.883,0.8846,0.8837,
