
0.7563,0.766,0.7565,0.6597,0.7437,0.7627,0.7722,0.6551,0.759,0.7761,0.765,0.6542,0.7679,0.7719,0.7642,0.6978,0.7752,0.7716,0.7366,0.7356,0.7596,0.7636,0.7812,0.7499,0.7481,0.7583,0.7861,0.717,0.7423,0.7698,0.7366,
