
0.8102,0.8118,0.8113,0.8109,0.8111,0.8108,0.8115,0.8116,0.8131,0.8148,0.8204,0.8253,0.8292,0.832,0.8407,0.8485,0.854,0.8553,0.8579,0.8609,0.8621,0.8643,0.8652,0.8657,0.8672,0.8688,0.8703,0.8686,0.8697,0.8728,0.8723,0.8739,0.8741,0.8743,0.8749,0.8747,0.8777,0.8774,0.8786,0.8791,0.8787,0.8809,0.8791,0.8795,0.8799,0.8807,0.8777,0.8803,0.8803,0.88,0.8795,
0.81,0.8103,0.8112,0.8132,0.8115,0.8127,0.8133,0.814,0.8153,0.816,0.8197,0.8256,0.8313,0.8333,0.8417,0.8525,0.8551,0.856,0.8578,0.859,0.861,0.8612,0.8636,0.8632,0.8656,0.8668,0.8684,0.8711,0.8723,0.8738,0.8739,0.8716,0.8748,0.8738,0.8741,0.878,0.8759,0.8769,0.8763,0.8784,0.8775,0.8767,0.8763,0.8796,0.8783,0.8775,0.8783,0.8783,0.8799,0.8786,0.8774,
0.8107,0.8122,0.8134,0.8135,0.8144,0.8148,0.8167,0.8189,0.819,0.8199,0.8245,0.8275,0.8326,0.8363,0.8413,0.8473,0.8549,0.8585,0.8598,0.8607,0.8624,0.8627,0.8642,0.8665,0.8659,0.8665,0.8688,0.8696,0.87,0.8694,0.8698,0.8716,0.8725,0.8734,0.8751,0.876,0.875,0.8767,0.8773,0.8763,0.8765,0.8762,0.8784,0.8786,0.8782,0.8776,0.8755,0.8758,0.8752,0.8775,0.8774,
0.814,0.8159,0.8163,0.8164,0.8163,0.8169,0.8189,0.8196,0.8207,0.8215,0.8239,0.8284,0.8352,0.8353,0.8414,0.8479,0.853,0.8571,0.8587,0.8617,0.8625,0.8641,0.8661,0.8683,0.8683,0.8698,0.8738,0.8755,0.8761,0.8777,0.8793,0.8794,0.88,0.8807,0.882,0.8833,0.8845,0.885,0.8859,0.8868,0.8866,0.887,0.8863,0.889,0.8885,0.8877,0.8874,0.8885,0.8875,0.8881,0.8886,
0.8178,0.8188,0.8186,0.8203,0.8206,0.8204,0.8214,0.8218,0.8234,0.8234,0.825,0.8305,0.8365,0.8397,0.842,0.8446,0.8553,0.853,0.8595,0.8501,0.8615,0.8612,0.8668,0.8626,0.868,0.859,0.8695,0.8677,0.8702,0.8682,0.8726,0.8729,0.8771,0.8723,0.8766,0.875,0.878,0.8787,0.8804,0.879,0.8797,0.8812,0.8806,0.8803,0.8803,0.8806,0.8815,0.8827,0.8848,0.883,0.8848,
