
0.7853,0.7916,0.7941,0.7996,0.7191,0.8118,0.8083,0.8152,0.7138,0.8064,0.8105,0.8122,0.7172,0.7332,0.7935,0.8096,0.7032,0.8013,0.8185,0.8195,0.7536,0.7926,0.7666,0.8,0.7973,0.8127,0.8058,0.8257,0.8194,0.822,0.8283,
