
0.8137,0.8232,0.8232,0.8301,0.8467,0.8476,0.8614,0.8671,0.867,0.8727,0.8711,0.8739,0.8761,0.871,0.8792,0.8753,0.8764,0.8732,0.8723,0.8735,0.8753,0.8719,0.8735,0.8719,0.8682,0.8741,0.8679,0.8746,0.8755,0.8729,0.8727,
