0.8121,0.8171,0.8224,0.7326,0.8403,0.8475,0.8524,0.7674,0.8591,0.8617,0.8647,0.7742,0.8651,0.8672,0.8708,0.8752,0.8822,0.8852,0.8859,0.8851,0.8863,0.8869,0.8845,0.8853,0.8869,0.8875,0.8858,0.8892,0.8888,0.8884,0.892,
0.8101,0.813,0.8222,0.7297,0.8448,0.8499,0.8576,0.7684,0.8602,0.8623,0.8642,0.7746,0.8643,0.865,0.8671,0.7729,0.8658,0.8683,0.8666,0.8682,0.7761,0.8679,0.8704,0.8718,0.7767,0.8711,0.8721,0.8727,0.875,0.7782,0.8712,
0.811,0.8146,0.8184,0.8217,0.8473,0.7955,0.8578,0.8627,0.8668,0.8471,0.8766,0.8813,0.8816,0.884,0.8824,0.8863,0.8822,0.886,0.8864,0.884,0.886,0.886,0.8863,0.8831,0.8877,0.8867,0.8878,0.8871,0.8873,0.883,0.887,
0.8075,0.813,0.8232,0.7085,0.8315,0.8506,0.8568,0.7692,0.8621,0.8633,0.8646,0.8716,0.8787,0.8798,0.8816,0.8813,0.8815,0.8811,0.8797,0.8814,0.877,0.8832,0.8824,0.8846,0.8807,0.8848,0.8818,0.8835,0.8861,0.882,0.8814,
0.8108,0.8137,0.8184,0.7034,0.8338,0.8475,0.8564,0.7665,0.8607,0.862,0.8652,0.7724,0.8657,0.865,0.8675,0.8506,0.8695,0.8706,0.7773,0.8705,0.8737,0.873,0.7873,0.871,0.8709,0.873,0.8453,0.8758,0.8767,0.8028,0.8739,
