0.8185,0.8224,0.8241,0.8248,0.8207,0.7499,0.8436,0.8512,0.8542,0.7687,0.8567,0.868,0.8693,0.869,0.8705,0.8806,0.8823,0.8828,0.8839,0.8839,0.8853,0.885,0.8865,0.8873,0.8863,0.8856,0.8861,0.8863,
0.8062,0.8066,0.8091,0.8219,0.7395,0.8386,0.8455,0.7576,0.8482,0.8488,0.853,0.8638,0.8083,0.8521,0.8562,0.8681,0.8643,0.8685,0.8683,0.8679,0.8664,0.8689,0.8664,0.8649,0.8674,0.8691,0.8689,0.872,0.8686,0.873,0.8671,0.8744,
