,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,70.97711777687073,70.31000423431396,70.59710025787354,69.8103461265564,68.86958003044128,69.35008311271667,69.38456153869629,70.5330548286438,69.97054958343506,70.35426998138428,70.89733457565308,72.40812921524048,71.36648368835449,71.23122262954712,71.25273561477661,70.14601802825928,70.38538479804993,69.54864597320557,70.29607033729553,70.36801195144653,70.08237671852112,69.91969799995422,70.26166272163391,69.70122075080872,70.8774151802063,71.03170108795166,70.39147353172302,69.46167016029358,69.79907846450806,70.61542844772339
